,qid1,qid2,question1,question2,is_duplicate
5176,47012,48017,What are the rules/laws for Congresspersons who want to listen to closed-door proceedings of committees they are not a part of?,"Was Nixon right, and if so, to what degree was he right, when he said that ""... but when the president does it, that means that it is not illegal.""?",0
5177,46461,694,Could another member of UK Parliament request an extension or even negotiate Brexit?,"Have any of the ""We the People"" petitions ever resulted in policy changes?",0
5178,30865,8761,Legality of attacking an occupier by third-party forces within partially-occupied state,Why isn't there Israel nuclear talk?,0
5179,3009,39100,"Why do people consider Israel to be an ""apartheid"" country?",Can a person refuse a presidential pardon?,0
5180,6459,666,Why do people in the United States seem so averse to a Public Health system?,Are there modern examples of plural voting?,0
5181,27609,46376,What changes (from 2016) with the US out of the 2018 Trans Pacific Partnership?,Are there standardized ways to quantify political division?,0
5182,19090,27004,Can an impeached President run for a second term?,"Why are the EU and Media so against Poland's court reforms, when other countries have similar systems",0
5183,353,8762,What is the difference between liberalism and libertarianism?,Where does refused medicaid expansion money go?,0
5184,12565,38131,What happens if no candidate reaches 270 electoral votes?,"Are the ""security concerns"" for the State of the Union legitimate?",0
5185,34434,47960,Why can't Northern Ireland just have a stay/leave referendum?,"Why do American jurisdictions generally prohibit ex post facto laws as opposed to European countries which apply lex mitior (""the milder law"")?",0
5186,14566,37508,Inauguration Day and succession,Why did cannabis get legalized first?,0
5187,16847,4552,Is there a ballot Initiative at the Federal level?,Why is it in the United State's national Interest to care what's happening between Israel and Palestine?,0
5188,27266,34638,Is there a literal nuclear button that launches a nuclear attack?,Mechanics of a second Brexit referendum,0
5189,11505,46499,Why do other countries in the EU care so strongly that the UK accepts free movement of people?,Why is Turkey attacking the Kurds in Syria?,0
5190,11958,33004,The rights of the majority over the minority in a libertarian society,Why is Saudi Arabia extending US$5.5 billion to Pakistan?,0
5191,27717,46197,When is a democratic vote actually the wrong tool?,Parliament Cannot Bind Future Parliaments,0
5192,12384,14906,How did various countries come to the position that Tibet is a part of China? Roughly which and how many countries do not have a position?,"Is there an officially stated reason why Trump's ban includes Iran and Iraq, but not Saudi Arabia, Afghanistan, or Pakistan?",0
5193,15907,18189,Do more roads lead to fewer traffic jams?,Why the snap election?,0
5194,11396,33887,Why World is Silent on use of Phosphorus in Aleppo,What would happen if the President of the USA actually shot someone?,0
5195,27317,40062,How does federalism in the United States work?,"Did Michel Barnier and Leo Varadkar say that ""no deal"", there won't be a hard border between the Irelands?",0
5196,10073,27637,Voting for Candidates in the Primaries,Does the cartel's ability to tunnel under walls negate the southern border wall's purpose?,0
5197,12800,45864,Is there a good estimate of how British citizens (not non-British citizens) voted in the Brexit referendum?,Can the Senate ignore impeachment?,0
5198,10419,35347,Would it be possible to implement a policy that forbids promotion of brands in media?,"Why is the EU concerned about the UK ""unilaterally withdrawing"" from a proposed Irish backstop?",0
5199,43286,8589,Why did House of Representatives need to condemn Trumps Tweets?,What steps need to happen for the alternative vote to be implemented?,0
5200,2539,46967,What is Israel's long-term plan in the West Bank?,What does it mean to support the brexit deal but need more time to scrutinise it?,0
5201,15462,19819,What influence do Democrats have in stopping Trump's nominations from being approved?,Can members of nobility get elected to the House of Commons in theory and practice?,0
5202,10288,37956,"Why did Arab spring and Iranian green revolution fail, but the European revolutions didn't?","Why is ""poldering"" seemingly such an alien idea in the US (and other countries)?",0
5203,19355,4552,What powers does a Whip actually have to force MP's to vote their way?,Why is it in the United State's national Interest to care what's happening between Israel and Palestine?,0
5204,19177,8960,"Why does ISIS continue to do things to make their ""enemy"" even more determined to go after them?",What interest does China have in U.S. debt?,0
5205,2814,32682,What is the minimum number of Legislators required to pass various Acts of Congress?,Why would the NATO not defend its members against Russia?,0
5206,21999,25342,How does the judicial independence in Poland after the reforms compare to other EU countries?,Has the US Government acknowledged the slight decline of the secondary education?,0
5207,16831,38364,Why are chemical weapons such a big deal?,What is the most effective way to participate democratically as a regular citizen in a stable parliamentary democracy?,0
5208,12652,47493,Is Trump's plan to make a wall realistic?,"In the US, what happens if Congressional subpoenas are defied?",0
5209,42260,9197,Has there been any indication at all that further negotiation between the UK and EU is possible?,What's the difference between the Clinton government shutdown and the Obama threats of shutdown?,0
5210,48076,7846,What was Jeremy Corbyn’s involvement in the Northern Ireland peace process?,Could the US President and Vice President pull off a swap?,0
5211,12565,16709,What happens if no candidate reaches 270 electoral votes?,"Does the National Assembly for Wales have to vote on the ""Great Repeal Bill""?",0
5212,29832,6455,Whose permission is required to operate commercial operations in international waters?,Are there countries other than Israel where the legislative body often dissolves before its term is up?,0
5213,1051,12457,"What non-religious arguments, if any, are used against LGBT rights in general and marriage equality in particular?",Rise of Alternative for Germany,0
5214,12521,9264,Phenomenon where politically incorrect candidates do better in actual elections than in polls?,How are products made in Tibet labeled?,0
